_id,announce_date,announce_location,announce_mileage,announce_model,announce_name,announce_price,announce_url,announce_year
63fbfe91ccdf5a44439ca7f8,Сегодня в 00:11,Турткуль,Пробег: 200 км,Модель: Nexia,Nexia 1 sotiladi,"[""57 000 000"","" "",""сум""]",https://www.olx.uz/d/obyavlenie/nexia-1-sotiladi-ID3aigx.html,Год выпуска: 2005 
63fbfe95ccdf5a44439ca7f9,Сегодня в 00:12,"Ташкент, Сергелийский район",null,Модель: ML 400,Новый Mercedes-Benz GLE (V167),"[""68 000"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/novyy-mercedes-benz-gle-v167-IDo1Ez.html,Год выпуска: 2022 
63fbfe99ccdf5a44439ca7fa,Сегодня в 00:12,"Ташкент, Сергелийский район",null,Модель: GL 450,Mercedes-Benz GLS (X167),"[""80 000"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/mercedes-benz-gls-x167-ID1WHj1.html,Год выпуска: 2022 
63fbfe9dccdf5a44439ca7fb,Сегодня в 00:13,"Ташкент, Чиланзарский район",Пробег: 0,Модель: Cobalt,Cobalt AT halol muddatli tolovga!,"[""128 645 000"","" "",""сум""]",https://www.olx.uz/d/obyavlenie/cobalt-at-halol-muddatli-tolovga-ID34gDd.html,Год выпуска: 2022 
63fbfea0ccdf5a44439ca7fc,24 февраля 2023 г.,"Ташкент, Шайхантахурский район",Пробег: 110 000 км,Модель: Nexia,"Nexia 3 Mexanika,2018,2019","[""10 700"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/nexia-3-mexanika-2018-2019-ID37IGZ.html,Год выпуска: 2018 
63fbfea4ccdf5a44439ca7fd,26 февраля 2023 г.,"Ташкент, Алмазарский район",Пробег: 0,Модель: CrossPolo,Volkswagen Id 6 Pro,"[""49 000"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/volkswagen-id-6-pro-ID39pYD.html,Год выпуска: 2022 
63fbfea8ccdf5a44439ca7fe,26 февраля 2023 г.,Кибрай,Пробег: 200 км,Модель: 31105,31105 волга 2005,"[""4 200"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/31105-volga-2005-ID39X01.html,Год выпуска: 2005 
63fbfeabccdf5a44439ca7ff,Сегодня в 00:14,Сырдарья,Пробег: 120 000 км,Модель: Damas,Damas deluxe 2017yil,"[""8 000"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/damas-deluxe-2017yil-ID39HqX.html,Год выпуска: 2017 
63fbfeafccdf5a44439ca800,Сегодня в 00:16,Риштан,null,Модель: 2107,Vaz 2107 | Ваз 2107,"[""2 500"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/vaz-2107-vaz-2107-ID369UF.html,Год выпуска: 1982 
63fbfeb3ccdf5a44439ca801,Сегодня в 00:17,Шахрисабз,Пробег: 185 000 км,Модель: Spark,Spark 2 pozitsia kraska toza novarot qlingan,"[""8 200"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/spark-2-pozitsia-kraska-toza-novarot-qlingan-ID34gFN.html,Год выпуска: 2015 
63fbfeb7ccdf5a44439ca802,Сегодня в 00:18,"Ташкент, Сергелийский район",null,Модель: GL 450,Mercedes-Benz GLE 450 Coupe 4MATIC,"[""80 000"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/mercedes-benz-gle-450-coupe-4matic-ID2pgen.html,Год выпуска: 2021 
63fbfebcccdf5a44439ca803,Сегодня в 00:19,Коканд,Пробег: 140 000 км,Модель: 2104,Jiguli vaz 2104…………,"[""6 000"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/jiguli-vaz-2104-ID3aigN.html,Год выпуска: 2012 
63fbfec0ccdf5a44439ca804,Сегодня в 00:21,Карши,Пробег: 53 000 км,Модель: Cobalt,Cobolt 2022 yil avtomat,"[""165 000 000"","" "",""сум""]",https://www.olx.uz/d/obyavlenie/cobolt-2022-yil-avtomat-ID3aih9.html,Год выпуска: 2022 
63fbfec8ccdf5a44439ca805,26 февраля 2023 г.,"Ташкент, Мирзо-Улугбекский район",Пробег: 18 000 км,Модель: Model Y,TESLA  MODEL Y Long Range DUAL MOTOR .    Srochno Y,"[""66 000"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/tesla-model-y-long-range-dual-motor-srochno-y-ID30qUA.html,Год выпуска: 2021 
63fbfecbccdf5a44439ca806,26 февраля 2023 г.,Бешрабат,Пробег: 5 000 км,Модель: Matiz,Matiz2002 kafolat,"[""30 000 000"","" "",""сум""]",https://www.olx.uz/d/obyavlenie/matiz2002-kafolat-ID36aGj.html,Год выпуска: 2002 
63fbfecfccdf5a44439ca807,26 февраля 2023 г.,Навои,Пробег: 106 000 км,Модель: Nexia,Nexia 3 Молочный салон,"[""10 800"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/nexia-3-molochnyy-salon-ID3aiaS.html,Год выпуска: 2016 
63fbfed3ccdf5a44439ca808,26 февраля 2023 г.,"Ташкент, Мирабадский район",Пробег: 0,Модель: Cobalt,Cobalt 2022(В наличии) Halol Nasiyaga savdoga (Аренда с выкупом),"[""162 000 000"","" "",""сум""]",https://www.olx.uz/d/obyavlenie/cobalt-2022v-nalichii-halol-nasiyaga-savdoga-arenda-s-vykupom-ID37TPC.html,Год выпуска: 2022 
63fbfed7ccdf5a44439ca809,26 февраля 2023 г.,"Ташкент, Чиланзарский район",Пробег: 93 000 км,Модель: Nexia,Продается Nexia 3 Ravon в отличном состоянии,"[""11 200"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/prodaetsya-nexia-3-ravon-v-otlichnom-sostoyanii-ID3aibh.html,Год выпуска: 2018 
63fbfedaccdf5a44439ca80a,26 февраля 2023 г.,"Ташкент, Юнусабадский район",Пробег: 22 000 км,Модель: Lacetti,Jentra 2021/2022,"[""16 800"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/jentra-2021-2022-ID3aibn.html,Год выпуска: 2021 
63fbfedcccdf5a44439ca80b,26 февраля 2023 г.,"Ташкент, Сергелийский район",null,Модель: Lacetti,Jentra 3 pozitsiya elegant plus 2022 magnitafoni bor,"[""17 800"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/jentra-3-pozitsiya-elegant-plus-2022-magnitafoni-bor-ID36aHP.html,Год выпуска: 2022 
63fbfee0ccdf5a44439ca80c,26 февраля 2023 г.,Навои,Пробег: 106 км,Модель: Nexia,Нексия 3 молочный салон,"[""10 800"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/neksiya-3-molochnyy-salon-ID3aiby.html,Год выпуска: 2016 
63fbfee4ccdf5a44439ca80d,26 февраля 2023 г.,Эшангузар,Пробег: 121 000 км,Модель: Cobalt,Cobalt 4 pazitsa,"[""14 000"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/cobalt-4-pazitsa-ID3aibC.html,Год выпуска: 2019 
63fbfee7ccdf5a44439ca80e,26 февраля 2023 г.,Навои,Пробег: 60 000 км,Модель: Lacetti,Жентра 1..5 G2 сотилади,"[""15 000"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/zhentra-1-5-g2-sotiladi-ID3aic1.html,Год выпуска: 2021 
63fbfeebccdf5a44439ca80f,25 февраля 2023 г.,"Ташкент, Алмазарский район",Пробег: 0,Модель: Прочее,MG Marvel R super narx,"[""40 000"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/mg-marvel-r-super-narx-ID37rRK.html,Год выпуска: 2022 
63fbfeefccdf5a44439ca810,24 февраля 2023 г.,Самарканд,Пробег: 150 км,Модель: Lacetti,Lasetti 2013 1.6 Avtamat SROCHNO,"[""10 900"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/lasetti-2013-1-6-avtamat-srochno-ID39luW.html,Год выпуска: 2013 
63fbfef3ccdf5a44439ca811,26 февраля 2023 г.,"Ташкент, Шайхантахурский район",Пробег: 8 км,Модель: Spark,Спарк. Сотлади.  2023 Фул.  Стаел,"[""12 700"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/spark-sotladi-2023-ful-stael-ID2ZjbN.html,Год выпуска: 2023 
63fbfef6ccdf5a44439ca812,26 февраля 2023 г.,"Ташкент, Сергелийский район",Пробег: 203 000 км,Модель: Matiz,2010 йилда ишлаб чиқарилган матиз сотилади.,"[""4 650"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/2010-yilda-ishlab-chiarilgan-matiz-sotiladi-ID3aic6.html,Год выпуска: 2010 
63fbfef9ccdf5a44439ca813,26 февраля 2023 г.,Учкуприк,Пробег: 344 000 км,Модель: Cobalt,Cobalt  сотилади,"[""12 000"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/cobalt-sotiladi-ID3aic9.html,Год выпуска: 2020 
63fbfefdccdf5a44439ca814,26 февраля 2023 г.,"Ташкент, Шайхантахурский район",Пробег: 57 000 км,Модель: Cobalt,Cobalt 2018 ……….,"[""12 500"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/cobalt-2018-ID3aicf.html,Год выпуска: 2018 
63fbff00ccdf5a44439ca815,26 февраля 2023 г.,"Ташкент, Мирабадский район",Пробег: 147 000 км,Модель: Spark,Спарк Аренда с выкупом,"[""8 500"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/spark-arenda-s-vykupom-ID3aick.html,Год выпуска: 2015 
63fbff05ccdf5a44439ca816,26 февраля 2023 г.,"Ташкент, Яккасарайский район",Пробег: 0,Модель: Tracker,Chevrolet Tracker-2 Premier 1.2 turbo,"[""25 100"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/chevrolet-tracker-2-premier-1-2-turbo-ID31bDX.html,Год выпуска: 2023 
63fbff09ccdf5a44439ca817,26 февраля 2023 г.,Чирчик,Пробег: 0,Модель: Damas,Damas Deluxe Halol nasiya savdoga(Аренда с Выкупом,"[""86 605 000"","" "",""сум""]",https://www.olx.uz/d/obyavlenie/damas-deluxe-halol-nasiya-savdogaarenda-s-vykupom-ID37TQE.html,Год выпуска: 2023 
63fbff0dccdf5a44439ca818,26 февраля 2023 г.,"Ташкент, Сергелийский район",Пробег: 171 200 км,Модель: 2115,Продаю свою машину ВАЗ 2115 Год 2001,"[""5 500"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/prodayu-svoyu-mashinu-vaz-2115-god-2001-ID3aicx.html,Год выпуска: 2001 
63fbff11ccdf5a44439ca819,26 февраля 2023 г.,"Ташкент, Чиланзарский район",Пробег: 92 000 км,Модель: Nexia,Nexia 3 avtomat 2020,"[""12 500"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/nexia-3-avtomat-2020-ID3aicy.html,Год выпуска: 2020 
63fbff16ccdf5a44439ca81a,26 февраля 2023 г.,"Ташкент, Чиланзарский район",Пробег: 128 000 км,Модель: Matiz,Matiz mx.Aftamatkaropka,"[""7 000"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/matiz-mx-aftamatkaropka-ID3aicF.html,Год выпуска: 2015 
63fbff1accdf5a44439ca81b,26 февраля 2023 г.,"Ташкент, Яккасарайский район",Пробег: 22 000 км,Модель: Malibu,Машина Malibu premier,"[""34 000"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/mashina-malibu-premier-ID3aicT.html,Год выпуска: 2021 
63fbff1eccdf5a44439ca81c,10 февраля 2023 г.,"Ташкент, Шайхантахурский район",Пробег: 17 км,Модель: Lacetti,Жентра 2023.  без Пробег белый. Ок Стаел.,"[""17 750"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/zhentra-2023-bez-probeg-belyy-ok-stael-ID2KeOK.html,Год выпуска: 2023 
63fbff21ccdf5a44439ca81d,26 февраля 2023 г.,"Ташкент, Мирзо-Улугбекский район",Пробег: 26 000 км,Модель: Cobalt,Продается Chevrolet Cobolt 2019 года.,"[""12 900"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/prodaetsya-chevrolet-cobolt-2019-goda-ID39jGR.html,Год выпуска: 2019 
63fbff24ccdf5a44439ca81e,18 февраля 2023 г.,"Ташкент, Алмазарский район",Пробег: 74 000 км,Модель: Malibu,Avto Kredit po Uzbekistanu MALIBU,"[""28 000"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/avto-kredit-po-uzbekistanu-malibu-ID36LyI.html,Год выпуска: 2021 
63fbff28ccdf5a44439ca81f,26 февраля 2023 г.,Янгиюль,Пробег: 149 000 км,Модель: Captiva,captiva 3 / 2013 / 2014,"[""19 500"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/captiva-3-2013-2014-ID3aicX.html,Год выпуска: 2013 
63fbff2cccdf5a44439ca820,26 февраля 2023 г.,Келес,Пробег: 40 000 км,Модель: Nexia,Нексия 3 идеал срочна,"[""12 700"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/neksiya-3-ideal-srochna-ID38pwl.html,Год выпуска: 2019 
63fbff2fccdf5a44439ca821,26 февраля 2023 г.,"Ташкент, Чиланзарский район",Пробег: 93 000 км,Модель: Nexia,Срочно продается Ravon Nexia 3 в отличном состоянии,"[""11 200"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/srochno-prodaetsya-ravon-nexia-3-v-otlichnom-sostoyanii-ID3aidl.html,Год выпуска: 2018 
63fbff33ccdf5a44439ca822,26 февраля 2023 г.,Пахтакор,null,Модель: 2106,Жугули 06 сотилади,"[""1 850"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/zhuguli-06-sotiladi-ID34gx5.html,Год выпуска: 1986 
63fbff38ccdf5a44439ca823,26 февраля 2023 г.,"Ташкент, Чиланзарский район",Пробег: 228 000 км,Модель: 1119 Kalina хэтчбэк,Продажа  калина хетчбек с метан газом!!!,"[""3 500"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/prodazha-kalina-hetchbek-s-metan-gazom-ID2Pi5K.html,Год выпуска: 2008 
63fbff3bccdf5a44439ca824,26 февраля 2023 г.,"Ташкент, Яшнабадский район",null,Модель: Spark,Spark bez probeg  2023,"[""111 416 000"","" "",""сум""]",https://www.olx.uz/d/obyavlenie/spark-bez-probeg-2023-ID36aFs.html,Год выпуска: 2023 
63fbff43ccdf5a44439ca825,26 февраля 2023 г.,Бухара,Пробег: 97 000 км,Модель: Nexia,nexia 2 1.6 kansaner,"[""7 999"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/nexia-2-1-6-kansaner-ID3ai6s.html,Год выпуска: 2014 
63fbff46ccdf5a44439ca826,26 февраля 2023 г.,Чирчик,Пробег: 68 000 км,Модель: Lacetti,Авто Кредит за 2 дня GENTRA,"[""16 600"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/avto-kredit-za-2-dnya-gentra-ID3ai6v.html,Год выпуска: 2021 
63fbff4accdf5a44439ca827,26 февраля 2023 г.,"Ташкент, Алмазарский район",Пробег: 300 000 км,Модель: 520,Продам BMW E-34 в отличном состоянии,"[""10 500"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/prodam-bmw-e-34-v-otlichnom-sostoyanii-ID3ai6V.html,Год выпуска: 1989 
63fbff4bccdf5a44439ca828,26 февраля 2023 г.,Бухара,Пробег: 68 000 км,Модель: Lacetti,Авто Кредит по Узбекистану GENTRA,"[""16 700"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/avto-kredit-po-uzbekistanu-gentra-ID3ai79.html,Год выпуска: 2021 
63fbff50ccdf5a44439ca829,26 февраля 2023 г.,Андижан,Пробег: 150 000 км,Модель: Cobalt,Cobalt LT механика 2019,"[""11 800"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/cobalt-lt-mehanika-2019-ID3ai7i.html,Год выпуска: 2019 
63fbff52ccdf5a44439ca82a,26 февраля 2023 г.,"Ташкент, Шайхантахурский район",Пробег: 92 400 км,Модель: Lacetti,2019 yil Jentra avtomashinasi,"[""14 300"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/2019-yil-jentra-avtomashinasi-ID3ai7m.html,Год выпуска: 2019 
63fbff55ccdf5a44439ca82b,26 февраля 2023 г.,Нукус,Пробег: 101 км,Модель: Damas,Damas style 2023 naxt avtokredit,"[""120 000 000"","" "",""сум""]",https://www.olx.uz/d/obyavlenie/damas-style-2023-naxt-avtokredit-ID3ai7o.html,Год выпуска: 2023 
63fbff58ccdf5a44439ca82c,26 февраля 2023 г.,"Ташкент, Алмазарский район",Пробег: 89 000 км,Модель: Matiz,Matiz Best 2018 Toza,"[""7 200"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/matiz-best-2018-toza-ID3ai7B.html,Год выпуска: 2018 
63fbff5cccdf5a44439ca82d,26 февраля 2023 г.,Ахангаран,Пробег: 46 000 км,Модель: Tracker,Авто Кредит TRACKER 2020,"[""20 000"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/avto-kredit-tracker-2020-ID3ai7N.html,Год выпуска: 2020 
63fbff60ccdf5a44439ca82e,26 февраля 2023 г.,Каттакурган,Пробег: 93 500 км,Модель: Spark,Спарк 2 позиция холати бомба,"[""7 300"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/spark-2-pozitsiya-holati-bomba-ID3ai7T.html,Год выпуска: 2013 
63fbff64ccdf5a44439ca82f,26 февраля 2023 г.,"Ташкент, Сергелийский район",null,Модель: Cobalt,COBALT AT Avtosalondan Avtokredit,"[""128 645 000"","" "",""сум""]",https://www.olx.uz/d/obyavlenie/cobalt-at-avtosalondan-avtokredit-ID39TGA.html,Год выпуска: 2023 
63fbff66ccdf5a44439ca830,26 февраля 2023 г.,"Ташкент, Алмазарский район",Пробег: 95 000 км,Модель: Lacetti,Gentra Elegant+ 2020,"[""15 300"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/gentra-elegant-2020-ID3ahQY.html,Год выпуска: 2020 
63fbff6bccdf5a44439ca831,26 февраля 2023 г.,"Ташкент, Сергелийский район",Пробег: 84 000 км,Модель: Nexia,Срочно Nexia 3 2017 бежевый салон,"[""11 500"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/srochno-nexia-3-2017-bezhevyy-salon-ID39JkE.html,Год выпуска: 2017 
63fbff6fccdf5a44439ca832,26 февраля 2023 г.,"Ташкент, Чиланзарский район",Пробег: 280 000 км,Модель: Другая,NAVAROT Jentra 3 chi pozitsiya,"[""12 800"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/navarot-jentra-3-chi-pozitsiya-ID3ai80.html,Год выпуска: 2014 
63fbff73ccdf5a44439ca833,26 февраля 2023 г.,"Ташкент, Чиланзарский район",Пробег: 198 000 км,Модель: Lacetti,Gentra 2015 evro 1 avtomat sotiladi metan gaz cherez bank ham sotiladi,"[""12 750"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/gentra-2015-evro-1-avtomat-sotiladi-metan-gaz-cherez-bank-ham-sotiladi-ID3a4sr.html,Год выпуска: 2015 
63fbff78ccdf5a44439ca834,26 февраля 2023 г.,Багдад,null,Модель: Nexia,2003 yil Arzon naqtga sotiladi,"[""4 100"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/2003-yil-arzon-naqtga-sotiladi-ID3ai8e.html,Год выпуска: 2003 
63fbff7bccdf5a44439ca835,26 февраля 2023 г.,Термез,Пробег: 46 000 км,Модель: Tracker,Авто Кредит TRACKER 2020,"[""20 100"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/avto-kredit-tracker-2020-ID3ai8t.html,Год выпуска: 2020 
63fbff7fccdf5a44439ca836,26 февраля 2023 г.,Бухара,Пробег: 40 000 км,Модель: Captiva,Каптива 2 сотилади йили 2013 холати зур,"[""25 000"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/kaptiva-2-sotiladi-yili-2013-holati-zur-ID3ai8y.html,Год выпуска: 2013 
63fbff82ccdf5a44439ca837,26 февраля 2023 г.,Самарканд,Пробег: 137 000 км,Модель: Matiz,Матиз радной краска пропан газ,"[""5 900"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/matiz-radnoy-kraska-propan-gaz-ID3ai8C.html,Год выпуска: 2017 
63fbff87ccdf5a44439ca838,26 февраля 2023 г.,Наманган,Пробег: 301 000 км,Модель: Nexia,nexia 2 sons yevra,"[""6 500"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/nexia-2-sons-yevra-ID34gov.html,Год выпуска: 2011 
63fbff8accdf5a44439ca839,26 февраля 2023 г.,"Ташкент, Чиланзарский район",Пробег: 20 км,Модель: Damas,Damas 2023 Oq deluxe (fevral),"[""10 400"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/damas-2023-oq-deluxe-fevral-ID39elb.html,Год выпуска: 2023 
63fbff8cccdf5a44439ca83a,26 февраля 2023 г.,Янги Миришкор,Пробег: 1 км,Модель: Nexia,Nexia 1 sons Chevrolet,"[""5 500"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/nexia-1-sons-chevrolet-ID34gqd.html,Год выпуска: 2004 
63fbff90ccdf5a44439ca83b,26 февраля 2023 г.,"Ташкент, Яккасарайский район",Пробег: 162 000 км,Модель: Epica,Epica 2009 avtomat,"[""11 500"","" "",""у.е.""]",https://www.olx.uz/d/obyavlenie/epica-2009-avtomat-ID3ai8J.html,Год выпуска: 2009 
